AccountID,HourOfDay_mean,BalanceDeviation_mean,TransactionBurstiness_mean,IsExternalAccount_sum,ExternalAccountFrequency_mean,isUnauthorizedOverdraft_sum,RollingTransactionCount_mean
C0024498047,17.19736842105263,-1.5317805503544056e-10,29.06578947368421,40,15.125,0,9.703947368421053
C0024930563,17.789473684210527,-2.7776287313093217e-10,20.0,30,653.7,0,9.605263157894736
C0025007512,17.43103448275862,-6.824346451923764e-11,64.05603448275862,62,3514.564516129032,0,9.806034482758621
C0027526047,17.366935483870968,-2.6193447411060333e-10,67.65322580645162,65,417.6,1,9.818548387096774
C0028446717,18.352941176470587,2.1913472343893612e-10,0.47058823529411764,7,20679.0,0,7.352941176470588
C0029129885,19.333333333333332,-3.880510727564494e-12,0.2,3,19.0,0,7.0
C0030003546,16.92050209205021,3.984423985541116e-10,63.9581589958159,86,1233.093023255814,0,9.811715481171548
C0030735204,17.836363636363636,1.1429867961189964e-10,18.37272727272727,44,13.863636363636363,0,9.590909090909092
C0031193745,17.11764705882353,6.026204894570744e-10,0.7058823529411765,8,3314.875,0,7.352941176470588
C0032956656,17.91176470588235,1.1983930188066818e-10,9.0,19,12.105263157894736,0,9.338235294117647
C0034780459,17.428571428571427,7.206662779762632e-11,4.214285714285714,8,1164.0,0,8.928571428571429
C0035112044,17.025641025641026,1.1044530532298943e-10,0.7435897435897436,2,10.0,0,8.846153846153847
C0035162490,17.54609929078014,-1.9154861463722607e-10,28.95744680851064,56,2598.8035714285716,0,9.680851063829786
C0035298362,16.471264367816094,-1.284582861538591e-10,13.448275862068966,25,1063.24,0,9.482758620689655
C0036158887,17.44705882352941,-3.8896413410411163e-10,13.48235294117647,17,1094.764705882353,0,9.470588235294118
C0036596458,17.303418803418804,-4.510679136314283e-11,279.74074074074076,220,145.8090909090909,0,9.935897435897436
C0038091814,18.095238095238095,4.43486940293085e-11,0.047619047619047616,9,8052.777777777777,1,7.857142857142857
C0038132709,17.32620320855615,1.4941003870836554e-10,46.46524064171123,69,292.9710144927536,0,9.759358288770054
C0038740889,17.22519083969466,-1.2796798735174515e-10,74.16030534351145,82,14.817073170731707,0,9.82824427480916
C0039645962,16.25,-8.003553375601768e-11,0.0,1,2.0,0,7.1875
C0042240138,17.2972972972973,7.761021455128987e-11,19.954954954954953,32,831.9375,0,9.594594594594595
C0043639190,16.151515151515152,-1.834423253030488e-10,1.7272727272727273,18,1081.3333333333333,0,8.636363636363637
C0044490740,17.1866028708134,-3.4980297659002424e-10,50.49760765550239,54,14.777777777777779,0,9.78468899521531
C0044572080,17.289017341040463,1.9918459688307922e-10,43.76300578034682,42,2510.809523809524,0,9.739884393063583
C0045427875,17.277467411545622,4.0929632701909296e-10,199.7486033519553,156,75.96794871794872,0,9.916201117318435
C0045743118,17.194805194805195,-1.9352157394607347e-10,12.311688311688311,51,195.19607843137254,0,9.415584415584416
C0046027247,17.17207792207792,2.003250667801151e-10,91.79545454545455,73,14.493150684931507,0,9.853896103896103
C0046650771,17.444444444444443,2.06960572136773e-10,19.404040404040405,48,2361.375,2,9.545454545454545
C0047934478,15.91304347826087,-6.7487143088078154e-12,9.681159420289855,16,4537.1875,1,9.347826086956522
C0048480521,16.938650306748468,-4.57090834167106e-11,35.441717791411044,31,14.419354838709678,0,9.723926380368098
C0049633346,17.208333333333332,-3.152914966146151e-11,19.260416666666668,34,2143.676470588235,0,9.53125
C0049935282,17.75,4.268561800320943e-10,0.3333333333333333,5,15.4,0,6.25
C0051233880,18.636363636363637,-7.937408306381919e-11,0.0,1,13.0,0,5.909090909090909
C0051521128,18.75,-1.4551915228366852e-11,0.0,0,,0,2.5
C0052690554,17.723140495867767,1.3565752378180006e-10,67.55785123966942,61,873.9672131147541,0,9.814049586776859
C0054142273,13.625,8.731149137020111e-11,0.0,3,17.666666666666668,0,4.5
C0055291093,19.2,-8.149072527885436e-11,0.0,1,1.0,0,3.0
C0055628790,17.10909090909091,-2.539970658042214e-10,7.072727272727272,17,1557.3529411764705,0,9.181818181818182
C0057050911,17.148698884758364,2.544691793094337e-10,79.60223048327137,59,92.23728813559322,1,9.83271375464684
C0064368820,17.235849056603772,-4.9421598888793084e-11,55.806603773584904,72,3291.2916666666665,0,9.787735849056604
C0067394251,17.47159090909091,-4.524322734637694e-10,41.26704545454545,69,80.82608695652173,0,9.744318181818182
C0068103137,16.486486486486488,2.265379235551164e-10,9.405405405405405,23,14.869565217391305,0,9.391891891891891
C0071073497,17.617224880382775,-4.2110039857015653e-10,53.34928229665072,60,14.233333333333333,2,9.78468899521531
C0072198695,17.703703703703702,2.4145400082623516e-10,17.76851851851852,54,104.07407407407408,0,9.583333333333334
C0072814475,18.476923076923075,2.0775657433729907e-10,8.292307692307693,31,324.83870967741933,0,9.307692307692308
C0073748829,17.0,-6.921992108628557e-11,0.6486486486486487,6,18.166666666666668,0,8.783783783783784
C0075262230,16.9,3.3760443329811095e-10,33.81875,63,2697.031746031746,0,9.71875
C0075834387,19.4,2.1730860074361166e-10,0.5333333333333333,12,24124.5,3,7.0
C0076075572,17.551020408163264,-1.9006583155417927e-11,3.2653061224489797,23,13.652173913043478,0,9.081632653061224
C0077064757,16.083333333333332,4.8506384094556175e-11,0.0,0,,0,6.25
C0077362069,17.171875,4.933099262416363e-10,100.75,96,287.6354166666667,0,9.859375
C0078858066,17.08974358974359,-1.2163908626788702e-10,94.8301282051282,77,14.792207792207792,0,9.85576923076923
C0080324170,17.181818181818183,6.349926645105535e-11,0.0,6,10.0,0,7.954545454545454
C0082575914,17.062409288824384,-6.893679434744471e-11,276.9201741654572,171,344.51461988304095,0,9.934687953555878
C0083360615,18.727272727272727,-2.1166422150351785e-11,0.5454545454545454,3,24124.666666666668,0,5.909090909090909
C0084152715,15.962962962962964,6.898685737892433e-11,2.185185185185185,15,9655.733333333334,0,8.333333333333334
C0084391456,16.9,3.7252902984619143e-10,0.5,2,11.5,0,5.5
C0084580822,17.61111111111111,-1.903298118757823e-10,23.69047619047619,49,389.51020408163265,0,9.642857142857142
C0086748945,17.14388489208633,-6.365154286940321e-11,87.70863309352518,81,14.901234567901234,0,9.838129496402878
C0087494710,16.27027027027027,-1.510252823700776e-10,1.0810810810810811,6,14.166666666666666,1,8.783783783783784
C0087614950,17.397080291970802,3.728689285960511e-10,270.5591240875912,193,62.16062176165803,1,9.934306569343066
C0087887878,16.813531353135314,-4.4914030104187064e-10,233.18151815181517,199,111.37688442211055,0,9.925742574257425
C0088174982,16.930555555555557,-8.407773243056403e-11,30.84722222222222,50,14.46,0,9.6875
C0088470840,17.264150943396228,-8.346758923440609e-11,4.490566037735849,15,628.4666666666667,0,9.150943396226415
C0088596071,17.666666666666668,2.8221896200469047e-11,9.469696969696969,31,1253.8709677419354,0,9.318181818181818
C0090448123,17.179039301310045,2.0131208490596588e-10,60.506550218340614,70,5180.185714285714,0,9.803493449781659
C0090973654,18.25,3.104408582051595e-10,1.6666666666666667,4,16.25,0,6.25
C0091569776,17.4009324009324,3.5168824495969117e-10,152.4825174825175,138,1063.123188405797,0,9.895104895104895
C0092619465,16.87272727272727,-6.349926645105535e-11,21.60909090909091,40,358.7,0,9.590909090909092
C0092647669,16.817204301075268,-3.1795152412947786e-10,44.96236559139785,31,18.580645161290324,0,9.758064516129032
C0093294945,17.78688524590164,-4.198585377364862e-11,7.737704918032787,14,12.571428571428571,1,9.262295081967213
C0093961822,17.60166919575114,-5.476289797625158e-11,583.9673748103187,468,630.4636752136752,0,9.965857359635812
C0095776805,17.408450704225352,1.3773080328820457e-10,9.816901408450704,17,13.470588235294118,1,9.366197183098592
C0095797495,16.927419354838708,-2.0278797995659613e-10,23.201612903225808,60,3768.516666666667,0,9.637096774193548
C0097494087,17.613636363636363,1.3229013843969866e-10,25.90909090909091,43,3945.6279069767443,0,9.659090909090908
C0098423221,15.764705882352942,-4.1087760644800525e-11,0.47058823529411764,3,9.666666666666666,1,7.352941176470588
C0099451845,18.0,-2.2686062714992425e-10,19.692307692307693,43,1697.6046511627908,0,9.615384615384615
C0100524723,17.058823529411764,-6.847960107466754e-11,2.1470588235294117,2,10.5,0,8.676470588235293
C0100783331,18.121794871794872,1.0746029707101676e-10,35.88461538461539,60,451.85,0,9.711538461538462
C0101544149,16.83050847457627,2.604546183246677e-10,7.338983050847458,23,415.30434782608694,1,9.23728813559322
C0102452714,17.140672782874617,-2.6487155791816363e-10,99.58409785932722,87,14.505747126436782,0,9.862385321100918
C0102552457,17.8,-2.7939677238464354e-10,0.7333333333333333,9,8750.0,0,7.0
C0103612754,16.97241379310345,-3.307800868461872e-10,28.448275862068964,58,5002.0,0,9.689655172413794
C0103830907,15.508196721311476,-1.3740824871375912e-10,19.69672131147541,37,12193.594594594595,0,9.631147540983607
C0105398716,17.066666666666666,8.071462313334147e-10,0.0,6,13.666666666666666,0,7.0
C0105732374,17.548022598870055,7.103307772490938e-11,40.30508474576271,73,15.684931506849315,0,9.745762711864407
C0106068724,17.262569832402235,1.5608758233778969e-10,42.486033519553075,55,1038.4545454545455,0,9.748603351955307
C0107509301,17.503937007874015,1.1549866574955738e-10,25.25984251968504,58,4082.155172413793,1,9.645669291338583
C0108302143,17.666666666666668,1.2174151302163119e-10,95.7156862745098,102,528.1960784313726,0,9.852941176470589
C0108368137,18.375,0.0,0.25,1,2.0,0,8.125
C0112817961,16.367521367521366,9.5520264063126e-11,25.17094017094017,31,323.7096774193548,0,9.615384615384615
C0113528130,18.53846153846154,-1.0746029707101676e-10,1.7307692307692308,19,3821.5263157894738,1,8.26923076923077
C0114703456,18.055555555555557,1.034802860683865e-10,0.7777777777777778,0,,0,7.5
C0116073192,17.303370786516854,6.016971689931463e-11,77.58426966292134,68,81.23529411764706,0,9.831460674157304
C0116997850,17.069767441860463,1.082933226297068e-10,39.43023255813954,39,4348.666666666667,1,9.738372093023257
C0117488631,17.98076923076923,-4.925263615754935e-10,16.923076923076923,41,2763.3414634146343,0,9.567307692307692
C0117764003,17.55,1.6298145055770873e-10,0.9,10,14.0,0,7.75
C0119837694,16.9,-2.1187588572502137e-10,18.04,31,2349.1290322580644,0,9.55
C0119943669,16.26923076923077,8.59682376568134e-11,23.03076923076923,51,5538.450980392156,0,9.653846153846153
C0122529051,17.225352112676056,-2.5414612511513937e-11,81.97183098591549,81,8943.74074074074,0,9.841549295774648
C0122993073,18.06382978723404,-5.151997221277115e-10,5.191489361702128,12,9403.833333333334,0,9.042553191489361
C0123198332,17.275641025641026,2.1492059414203352e-10,100.99679487179488,72,78.61111111111111,0,9.85576923076923
C0124143287,17.041095890410958,-1.5054255315702256e-10,125.34520547945205,68,14.279411764705882,0,9.876712328767123
C0125544472,17.16593886462882,-2.9688448885122243e-10,61.74235807860262,101,105.65346534653466,0,9.803493449781659
C0126218567,17.284153005464482,9.128742449270571e-11,293.4139344262295,219,1557.6803652968038,0,9.938524590163935
C0127226697,16.916666666666668,-3.880510727564494e-10,0.25,7,12.571428571428571,0,6.25
C0128082594,17.31645569620253,-5.3050020073033585e-11,12.30379746835443,27,192.07407407407408,0,9.430379746835444
C0129433580,17.837209302325583,-2.653186404427817e-10,42.48255813953488,73,14.917808219178083,0,9.738372093023257
C0129456400,19.875,0.0,0.0,4,1165.5,0,4.5
C0130420527,17.004310344827587,-3.221492957452248e-10,65.61637931034483,79,15.632911392405063,0,9.806034482758621
C0131049529,15.81060606060606,6.87908719886433e-11,26.46212121212121,20,3629.6,0,9.659090909090908
C0131861887,17.62987012987013,3.961144716708691e-10,30.662337662337663,44,2575.840909090909,0,9.707792207792208
C0135054780,17.058823529411764,-9.130613476622338e-11,3.9607843137254903,13,4346.153846153846,0,9.117647058823529
C0135964009,17.343915343915345,1.6753951077738766e-10,42.835978835978835,57,351.6140350877193,0,9.761904761904763
C0136486649,16.5,0.0,0.0,2,5.5,0,2.5
C0136912922,16.7,-4.656612873077393e-11,0.0,2,18.0,0,5.5
C0137476575,17.157894736842106,5.5144099812758593e-11,2.0526315789473686,25,1061.72,1,8.81578947368421
C0137694386,16.576923076923077,4.4775123779590316e-11,0.8076923076923077,3,16.0,0,8.26923076923077
C0140069912,17.25,1.4551915228366852e-11,2.15625,0,,0,8.59375
C0140225403,18.714285714285715,9.978456156594412e-11,0.7857142857142857,8,2887.375,0,6.785714285714286
C0140514891,16.789915966386555,-2.2891752359246004e-10,20.050420168067227,39,754.6666666666666,0,9.621848739495798
C0141546599,15.96774193548387,-8.261732516750213e-11,0.3548387096774194,4,36178.5,1,8.548387096774194
C0142443309,17.9,-3.7252902984619143e-10,0.0,6,12069.166666666666,0,5.5
C0142530255,17.096774193548388,-3.304693006700085e-10,12.333333333333334,44,609.1363636363636,0,9.516129032258064
C0142605870,17.452380952380953,-2.2867295358862195e-10,10.095238095238095,14,4035.714285714286,0,9.464285714285714
C0144597704,18.653333333333332,7.450580596923828e-11,11.706666666666667,2,18.5,0,9.4
C0146378390,17.03448275862069,-6.422914307692955e-11,1.4827586206896552,13,2032.1538461538462,0,8.448275862068966
C0146463110,17.315217391304348,7.592303597408792e-12,40.80434782608695,55,13.472727272727273,0,9.755434782608695
C0147573258,17.008928571428573,1.4136146221842084e-10,20.803571428571427,37,3059.2972972972975,0,9.598214285714286
C0148106084,17.95505617977528,2.1190204647149933e-10,11.629213483146067,27,192.96296296296296,0,9.49438202247191
C0148328819,17.430379746835442,2.947223337390755e-11,11.544303797468354,28,358.64285714285717,0,9.430379746835444
C0148883223,17.228813559322035,-3.9462820958282986e-11,20.720338983050848,18,522.7777777777778,0,9.61864406779661
C0151462410,10.2,2.3283064365386964e-11,0.0,0,,0,3.0
C0151499544,17.58256880733945,4.6032113493035693e-10,62.87155963302752,58,2509.4310344827586,1,9.793577981651376
C0152172125,15.74074074074074,-2.1558392930913853e-11,2.4444444444444446,2,19.0,1,8.333333333333334
C0154277883,16.82648401826484,3.019356292132373e-10,56.64840182648402,41,368.2682926829268,0,9.794520547945206
C0155404912,16.666666666666668,-3.104408582051595e-10,0.16666666666666666,3,1613.3333333333333,0,6.25
C0156363508,16.771428571428572,-2.128737313406808e-10,9.957142857142857,1,18.0,0,9.357142857142858
C0156506335,18.333333333333332,-2.38800660157815e-11,1.2307692307692308,6,16.5,0,8.846153846153847
C0156711645,16.788617886178862,-1.7793561384929875e-10,72.04065040650407,97,759.5463917525773,0,9.817073170731707
C0157085577,12.666666666666666,-3.8805107275644936e-11,0.6666666666666666,1,8.0,0,2.0
C0160770733,17.74074074074074,-1.4947152432100272e-10,8.753086419753087,38,377.3421052631579,0,9.444444444444445
C0161573003,16.285714285714285,-2.518372268092876e-10,11.653061224489797,38,394.60526315789474,0,9.540816326530612
C0161917798,16.264705882352942,8.217552128960104e-10,1.1764705882352942,18,14.38888888888889,0,8.676470588235293
C0161979740,16.0,3.7252902984619143e-10,0.0,1,10.0,0,5.5
C0162602634,17.62857142857143,2.960275326456342e-10,7.728571428571429,17,12.823529411764707,1,9.357142857142858
C0163214544,17.134831460674157,6.801794084270349e-11,12.752808988764045,59,95.44067796610169,1,9.49438202247191
C0164701688,16.926952141057935,-1.88845005683995e-10,132.8110831234257,103,14.601941747572816,0,9.886649874055415
C0164743806,17.50526315789474,4.705629850688734e-10,16.410526315789475,49,108.85714285714286,0,9.526315789473685
C0165579325,17.323636363636364,-2.1166422150351785e-11,78.71272727272728,81,2796.962962962963,0,9.836363636363636
C0165957521,17.25,1.1641532182693481e-10,0.3125,6,24122.166666666668,0,7.1875
C0167205219,17.1928286618975,3.2932518367469136e-12,16965.579277588837,24692,50775.21581888871,8882,9.998680661428404
C0167494427,17.0,-4.4775123779590316e-11,0.6923076923076923,4,13.75,1,6.538461538461538
C0170204243,17.226315789473684,2.2425267257188496e-10,46.33684210526316,45,115.93333333333334,1,9.763157894736842
C0170795923,17.666666666666668,-2.287458955195912e-10,4.631578947368421,36,9418.777777777777,0,9.210526315789474
C0170818835,17.287292817679557,-1.6465371484914537e-10,120.59116022099448,102,1671.7843137254902,0,9.875690607734807
C0170826054,17.454545454545453,1.1906112459572879e-10,40.94318181818182,59,969.3220338983051,0,9.744318181818182
C0170843274,17.365558912386707,3.038756436811833e-10,105.34441087613293,75,199.12,1,9.86404833836858
C0171457151,17.026315789473685,4.901697761134097e-11,4.157894736842105,16,3534.875,0,8.81578947368421
C0171568502,17.074285714285715,6.386211940220424e-11,43.06285714285714,67,1971.1641791044776,0,9.742857142857142
C0172688210,16.655172413793103,3.211457153846478e-10,0.7586206896551724,8,13.75,0,8.448275862068966
C0173292000,16.99756690997567,-1.0876759995509238e-10,138.76642335766422,99,14.363636363636363,0,9.89051094890511
C0174186083,18.32,1.8626451492309571e-10,3.52,21,471.9047619047619,0,9.1
C0176252423,17.205479452054796,1.0684693921102236e-10,26.684931506849313,28,2027.2857142857142,0,9.691780821917808
C0176842019,19.0,-1.1641532182693481e-10,0.0,5,5261.2,0,4.5
C0177889395,17.255924170616115,-2.0965792556509587e-10,52.274881516587676,78,1695.0897435897436,0,9.786729857819905
C0177984333,20.4,-5.587935447692871e-10,0.0,3,16.333333333333332,0,3.0
C0179981252,16.503067484662576,-2.1997496394291977e-10,35.061349693251536,48,16.291666666666668,3,9.723926380368098
C0180313193,17.260162601626018,-3.975157330675823e-11,71.14227642276423,103,61.19417475728155,1,9.817073170731707
C0181293783,16.794520547945204,-1.530941218545992e-10,9.917808219178083,22,16.454545454545453,0,9.383561643835616
C0181626828,17.743772241992882,-1.0688666559198998e-10,87.22419928825623,80,73.7625,0,9.839857651245552
C0184536117,17.674698795180724,1.1220753911029862e-11,12.325301204819278,65,39012.18461538461,7,9.457831325301205
C0185350849,17.352697095435683,-4.830511279125926e-12,64.31120331950207,67,13.537313432835822,0,9.813278008298756
C0186470290,16.880208333333332,2.1221543041368326e-10,49.796875,21,13.666666666666666,0,9.765625
C0186844889,16.62162162162162,-5.453690752252802e-11,15.936936936936936,46,2464.6304347826085,0,9.594594594594595
C0188117277,17.5625,8.24608529607455e-11,4.8125,10,5646.8,0,9.0625
C0190286552,18.466666666666665,1.5522042910257975e-11,6.75,12,6041.0,0,9.25
C0190467115,17.334298118668595,7.244368796755712e-11,272.4052098408104,211,138.72985781990522,1,9.934876989869753
C0191423191,17.405797101449274,2.159588578818501e-10,5.956521739130435,16,17.25,1,9.347826086956522
C0193080065,16.746031746031747,3.84355348254007e-10,6.761904761904762,32,313.71875,0,9.285714285714286
C0193946484,16.025641025641026,-5.014813863314115e-10,2.358974358974359,18,12532.444444444445,0,8.846153846153847
C0194462734,13.615384615384615,1.0746029707101676e-10,0.0,2,12.5,0,6.538461538461538
C0196158076,16.913494809688583,6.847960107466754e-11,88.60553633217994,89,827.9325842696629,0,9.844290657439446
C0197681997,17.25,-5.404997084821974e-11,18.589285714285715,10,19.6,0,9.598214285714286
C0198761934,18.153846153846153,1.0746029707101676e-10,2.4615384615384617,1,12.0,0,8.26923076923077
C0199170621,17.570342205323193,1.4164601895292449e-11,75.09505703422053,69,15.492753623188406,0,9.828897338403042
C0201359821,17.432989690721648,2.040268526863806e-10,47.79381443298969,56,186.64285714285714,1,9.768041237113403
C0201573227,18.857142857142858,-1.9956912313188824e-10,0.7142857142857143,4,18.5,0,4.0
C0201672498,17.5625,5.497390197383033e-11,25.47222222222222,70,1137.5285714285715,0,9.6875
C0203598149,16.920454545454547,-6.614506921984933e-11,12.75,21,12.666666666666666,0,9.488636363636363
C0204792158,17.53112033195021,-3.349154486860642e-11,292.83402489626553,217,347.9769585253456,0,9.937759336099585
C0206098873,16.84375,-2.598556290779795e-10,59.160714285714285,62,2346.7419354838707,0,9.799107142857142
C0207349543,16.22772277227723,-1.8672556570260833e-10,15.900990099009901,22,221.5909090909091,0,9.554455445544555
C0207472530,16.846153846153847,4.4775123779590316e-12,0.0,7,12.285714285714286,2,6.538461538461538
C0207702608,16.614035087719298,5.22847761187637e-10,5.701754385964913,24,14.208333333333334,0,9.210526315789474
C0208382886,16.470588235294116,-1.3695920214933507e-11,0.35294117647058826,1,10.0,0,7.352941176470588
C0208612862,16.974169741697416,-1.9674618965585293e-10,81.94833948339483,74,79.8108108108108,1,9.833948339483396
C0209006542,17.814814814814813,-7.761021455128987e-11,38.76543209876543,59,969.7627118644068,0,9.722222222222221
C0209071333,16.504587155963304,6.4081828528587975e-12,17.972477064220183,25,382.12,0,9.587155963302752
C0211270934,16.94674556213018,-1.8047819123465633e-10,112.83431952662721,91,302.7692307692308,0,9.866863905325443
C0212293209,17.26086956521739,-7.423585739688597e-10,10.91304347826087,28,15.214285714285714,0,9.347826086956522
C0212335710,17.182879377431906,3.895609991095873e-11,72.34241245136187,106,15.669811320754716,0,9.82490272373541
C0212382069,17.518367346938774,-1.330460820879255e-10,65.4734693877551,85,15.48235294117647,0,9.816326530612244
C0213200161,17.158620689655173,-3.2371488110772495e-10,288.75172413793103,213,59.95305164319249,0,9.937931034482759
C0213323250,17.842105263157894,4.884191697701476e-10,73.06015037593986,117,211.4957264957265,0,9.830827067669173
C0217653550,18.142857142857142,6.652304104396275e-11,0.0,5,14.4,0,4.0
C0225891073,18.205128205128204,1.43280396094689e-10,2.3333333333333335,14,357.57142857142856,0,8.846153846153847
C0226022593,17.469565217391306,1.2552608614382536e-10,21.678260869565218,51,2070.4901960784314,0,9.608695652173912
C0227200993,17.52577319587629,-3.4564549160986833e-10,51.134020618556704,69,147.63768115942028,0,9.768041237113403
C0227688768,17.96629213483146,-4.970541830812947e-11,11.426966292134832,17,14.588235294117647,0,9.49438202247191
C0227700712,17.89516129032258,-3.023043034538146e-10,26.024193548387096,44,1802.6818181818182,0,9.637096774193548
C0227749559,18.235294117647058,-1.0956736171946806e-10,1.1176470588235294,6,9402.5,0,7.352941176470588
C0228111276,17.207373271889402,-1.5235922303617276e-10,62.986175115207374,48,114.85416666666667,0,9.7926267281106
C0228267825,15.0,3.104408582051595e-10,0.0,3,1546.0,0,3.5
C0228659349,16.6968085106383,4.507997568617476e-10,46.037234042553195,73,212.58904109589042,2,9.76063829787234
C0228809253,19.166666666666668,6.20881716410319e-10,0.0,3,15.666666666666666,0,3.5
C0229238802,17.727272727272727,-8.466568860140714e-11,0.0,7,700.0,1,5.909090909090909
C0229623630,17.240458015267176,2.648226404918059e-10,76.6793893129771,112,149.78571428571428,0,9.82824427480916
C0229683718,16.254716981132077,-2.943330778265899e-10,21.537735849056602,44,1658.909090909091,0,9.575471698113208
C0230096124,16.863013698630137,1.0525220877503695e-10,7.8493150684931505,11,6589.090909090909,0,9.383561643835616
C0232767936,16.88095238095238,-2.6387472947438557e-10,53.63333333333333,74,991.8108108108108,0,9.785714285714286
C0233655636,16.843478260869563,-2.8344600096992826e-10,20.05217391304348,37,258.8378378378378,1,9.608695652173912
C0234059025,16.666666666666668,4.13921144273546e-10,0.0,8,9843.375,0,5.0
C0234227720,16.645,-1.4319084584712982e-10,47.66,51,1432.4117647058824,0,9.775
C0234246851,17.243589743589745,-1.5522042910257974e-10,10.58974358974359,17,14.176470588235293,0,9.423076923076923
C0236653956,18.176470588235293,0.0,10.220588235294118,22,15.590909090909092,0,9.338235294117647
C0236859323,17.246913580246915,-2.299561912630811e-10,14.506172839506172,36,12067.972222222223,0,9.444444444444445
C0237079485,16.484615384615385,2.7939677238464354e-10,22.984615384615385,45,1179.4444444444443,0,9.653846153846153
C0239081491,17.16,7.450580596923828e-11,10.44,26,14.538461538461538,0,9.4
C0239767572,17.161290322580644,-1.783783157025614e-11,69.33064516129032,44,610.3409090909091,1,9.818548387096774
C0240571503,18.166666666666668,0.0,0.0,2,7.5,0,3.5
C0240990030,17.100775193798448,-3.627826308095178e-10,19.558139534883722,26,8.153846153846153,0,9.651162790697674
C0241075057,16.754152823920265,2.908449236340697e-10,92.96677740863787,88,119.4659090909091,1,9.850498338870432
C0242723771,18.121951219512194,-1.2493351610695444e-10,1.975609756097561,9,13.444444444444445,0,8.902439024390244
C0243874117,17.0187265917603,2.642235394274251e-10,77.88389513108615,77,1477.3896103896104,0,9.831460674157304
C0245973159,17.5,-9.701276818911234e-12,2.625,3,15.0,0,8.125
C0246079605,17.493243243243242,-9.753716153067511e-11,32.7027027027027,85,12349.894117647058,1,9.695945945945946
C0247617604,17.387096774193548,-5.925080895851163e-11,83.03584229390681,81,908.0493827160494,0,9.838709677419354
C0248137920,17.59328358208955,9.382727430827582e-11,77.60820895522389,85,323.0,1,9.832089552238806
C0252332518,16.72,1.9092112779617308e-10,2.84,0,,0,8.2
C0252972536,17.32075471698113,-1.9856500175763977e-10,77.67547169811321,98,14.408163265306122,0,9.830188679245284
C0254976541,17.0,-1.9956912313188824e-10,1.7857142857142858,5,14.6,0,6.785714285714286
C0254978455,17.04311774461028,-1.544481881617709e-10,235.5389718076285,172,94.29651162790698,0,9.925373134328359
C0255624237,19.5,-1.4551915228366852e-11,0.25,0,,0,2.5
C0257078983,19.071428571428573,7.48384211744581e-11,0.0,0,,0,6.785714285714286
C0259253703,16.982698961937718,-2.215516505356891e-10,89.75432525951557,128,2214.609375,0,9.844290657439446
C0260242290,18.352941176470587,2.1913472343893612e-10,1.8823529411764706,10,2634.4,1,7.352941176470588
C0260436481,18.025641025641026,-1.3432537133877095e-11,9.5,12,4383.083333333333,0,9.423076923076923
C0261415158,17.06896551724138,5.084807160256923e-11,11.091954022988507,14,20131.714285714286,0,9.482758620689655
C0262466079,17.744897959183675,2.257031749705879e-11,51.16326530612245,58,3755.5689655172414,1,9.770408163265307
C0262620161,17.181818181818183,-1.375817439772866e-10,0.0,0,,0,5.909090909090909
C0262927670,17.08219178082192,-5.549661917229222e-10,9.657534246575343,35,4843.057142857143,0,9.383561643835616
