AccountID,HourOfDay_mean,DayOfWeek_mean,TimeSinceLastTransaction_mean,BalanceChangeRatio_mean,BalanceDeviation_mean,TransactionAmountDeviation_mean,TransactionAmountRatio_mean,TransactionFrequencyPerHour_mean,TransactionBurstiness_mean,IsUnusualTransactionType_sum,IsExternalAccount_sum,ExternalAccountFrequency_mean,isUnauthorizedOverdraft_sum,OverdraftFrequency_mean,RollingAverageAmount_mean,RollingTransactionCount_mean
C0023082197,15.727272727272727,3.0,1764.0,5.452774925420922,9.524889967658304e-11,-1.0583211075175893e-11,1.0,1.1818181818181819,0.45454545454545453,0,0,,0,0.0,161973.6846598124,5.909090909090909
C0024498047,17.19736842105263,3.013157894736842,191.9205298013245,415.9676311508072,-1.5317805503544056e-10,2.6518950778010645e-11,1.0000000000000002,1.9210526315789473,29.06578947368421,0,40,15.125,0,0.0,146929.94220807226,9.703947368421053
C0024930563,17.789473684210527,2.8947368421052633,298.9380530973451,32.30136416753174,-2.7776287313093217e-10,-3.8294513758860134e-13,1.0,1.894736842105263,20.0,9,30,653.7,0,0.0,126723.4344969716,9.605263157894736
C0025007512,17.43103448275862,3.021551724137931,178.1818181818182,54.6945574876016,-6.824346451923764e-11,3.763426352163841e-12,1.0,2.853448275862069,64.05603448275862,3,62,3514.564516129032,0,0.0,139208.58842971743,9.806034482758621
C0027526047,17.366935483870968,3.0080645161290325,171.9838056680162,0.05879262965258126,-2.6193447411060333e-10,5.926384830907468e-12,1.0000000000000002,3.0483870967741935,67.65322580645162,11,65,417.6,1,1.0,142459.6725388505,9.818548387096774
C0028446717,18.352941176470587,3.7058823529411766,1473.75,689.561427618065,2.1913472343893612e-10,-1.7119900268666884e-12,1.0,1.1176470588235294,0.47058823529411764,0,7,20679.0,0,0.0,121479.6693312325,7.352941176470588
C0029129885,19.333333333333332,2.933333333333333,1551.4285714285713,1.3650979917868427,-3.880510727564494e-12,2.3283064365386964e-11,1.0000000000000002,1.1333333333333333,0.2,0,3,19.0,0,0.0,155140.95288015873,7.0
C0030003546,16.92050209205021,3.092050209205021,179.2436974789916,39.133213227782775,3.984423985541116e-10,-1.2907975014283567e-11,0.9999999999999999,2.8410041841004183,63.9581589958159,4,86,1233.093023255814,0,0.0,141841.13575137808,9.811715481171548
C0030735204,17.836363636363636,3.0090909090909093,284.0366972477064,0.12648631420902778,1.1429867961189964e-10,-1.3890464536168359e-11,1.0,1.8545454545454545,18.37272727272727,0,44,13.863636363636363,0,0.0,157993.15067730882,9.590909090909092
C0031193745,17.11764705882353,2.8823529411764706,1203.75,148.275482500628,6.026204894570744e-10,2.0543880322400263e-11,1.0,1.1176470588235294,0.7058823529411765,0,8,3314.875,0,0.0,150517.36450303457,7.352941176470588
C0032956656,17.91176470588235,2.6323529411764706,479.1044776119403,112.541138886197,1.1983930188066818e-10,-1.2839925201500164e-12,1.0,1.588235294117647,9.0,1,19,12.105263157894736,0,0.0,167209.04880071196,9.338235294117647
C0034780459,17.428571428571427,2.7142857142857144,794.6341463414634,333.1732662872871,7.206662779762632e-11,-8.315380130495343e-12,1.0,1.380952380952381,4.214285714285714,3,8,1164.0,0,0.0,147608.44527229783,8.928571428571429
C0035112044,17.025641025641026,3.0,961.578947368421,81.26275870819205,1.1044530532298943e-10,1.4551915228366852e-11,1.0000000000000002,1.0512820512820513,0.7435897435897436,2,2,10.0,0,0.0,133299.18008964183,8.846153846153847
C0035162490,17.54609929078014,2.851063829787234,220.28571428571428,218.9873209473915,-1.9154861463722607e-10,-6.398714497579751e-12,1.0,2.2624113475177303,28.95744680851064,2,56,2598.8035714285716,0,0.0,158422.933637144,9.680851063829786
C0035298362,16.471264367816094,2.8850574712643677,394.1860465116279,961.8996908386333,-1.284582861538591e-10,-1.5890022375802886e-11,0.9999999999999999,1.5747126436781609,13.448275862068966,5,25,1063.24,0,0.0,118019.47240745302,9.482758620689655
C0036158887,17.44705882352941,3.152941176470588,347.85714285714283,0.1072114203714,-3.8896413410411163e-10,1.8831890295533575e-12,1.0,1.7058823529411764,13.48235294117647,6,17,1094.764705882353,0,0.0,133273.14931153128,9.470588235294118
C0036596458,17.303418803418804,3.0185185185185186,60.599144079885875,0.10250645226731037,-4.510679136314283e-11,-5.182305993008138e-13,1.0,6.646723646723647,279.74074074074076,6,220,145.8090909090909,0,0.0,139062.7617742222,9.935897435897436
C0038091814,18.095238095238095,2.8095238095238093,1038.0,0.3421135602901913,4.43486940293085e-11,6.2365350978715076e-12,1.0,1.0952380952380953,0.047619047619047616,2,9,8052.777777777777,1,1.0,115465.9411020408,7.857142857142857
C0038132709,17.32620320855615,2.8877005347593583,182.25806451612902,4.115288063206612,1.4941003870836554e-10,-5.058152352106125e-12,1.0,2.443850267379679,46.46524064171123,4,69,292.9710144927536,0,0.0,147992.7989558399,9.759358288770054
C0038740889,17.22519083969466,2.7519083969465647,162.75862068965517,21.31662441178552,-1.2796798735174515e-10,1.288566539305767e-11,1.0,3.0763358778625953,74.16030534351145,0,82,14.817073170731707,0,0.0,164080.94541539438,9.82824427480916
C0039645962,16.25,2.8125,2040.0,0.3167830061786816,-8.003553375601768e-11,-2.7284841053187847e-12,1.0,1.0,0.0,0,1,2.0,0,0.0,164007.06859796628,7.1875
C0042240138,17.2972972972973,3.2972972972972974,293.45454545454544,0.27215655591631654,7.761021455128987e-11,-1.166775184977162e-11,0.9999999999999999,1.882882882882883,19.954954954954953,4,32,831.9375,0,0.0,112803.20511593737,9.594594594594595
C0043639190,16.151515151515152,3.1515151515151514,656.25,99.41429654911926,-1.834423253030488e-10,-1.1024178203308221e-11,0.9999999999999998,1.1818181818181819,1.7272727272727273,0,18,1081.3333333333333,0,0.0,160231.07894011543,8.636363636363637
C0044490740,17.1866028708134,3.014354066985646,195.28846153846155,21.00394838697396,-3.4980297659002424e-10,5.709363869502784e-12,1.0,2.5598086124401913,50.49760765550239,0,54,14.777777777777779,0,0.0,149366.7332758411,9.78468899521531
C0044572080,17.289017341040463,2.861271676300578,237.5581395348837,66.48239636320871,1.9918459688307922e-10,-9.252662861967363e-12,1.0,2.5722543352601157,43.76300578034682,4,42,2510.809523809524,0,0.0,140486.09946352878,9.739884393063583
C0045427875,17.277467411545622,2.994413407821229,74.88805970149254,2.4670717704661973,4.0929632701909296e-10,1.2465327756142928e-12,1.0,5.394785847299814,199.7486033519553,2,156,75.96794871794872,0,0.0,148658.87025477373,9.916201117318435
C0045743118,17.194805194805195,3.272727272727273,429.4736842105263,12.24253961384396,-1.9352157394607347e-10,1.039422516311918e-11,1.0,1.6493506493506493,12.311688311688311,2,51,195.19607843137254,0,0.0,115273.61681910945,9.415584415584416
C0046027247,17.17207792207792,2.9025974025974026,125.66775244299674,0.06144825858417988,2.003250667801151e-10,-1.908757711772795e-11,0.9999999999999998,3.331168831168831,91.79545454545455,0,73,14.493150684931507,0,0.0,139484.9333851912,9.853896103896103
C0046650771,17.444444444444443,3.1818181818181817,244.89795918367346,7.360708516366614,2.06960572136773e-10,-1.028923298975434e-11,0.9999999999999999,2.1313131313131315,19.404040404040405,2,48,2361.375,2,2.0,184040.72582146863,9.545454545454545
C0047934478,15.91304347826087,2.898550724637681,456.1764705882353,0.1136253995562118,-6.7487143088078154e-12,1.5184607194817584e-11,1.0000000000000002,1.5507246376811594,9.681159420289855,1,16,4537.1875,1,1.0,166812.72736870256,9.347826086956522
C0048480521,16.938650306748468,2.98159509202454,224.07407407407408,0.08160595378003209,-4.57090834167106e-11,-1.10701686399846e-11,1.0,2.226993865030675,35.441717791411044,7,31,14.419354838709678,0,0.0,154454.60330545818,9.723926380368098
C0049633346,17.208333333333332,2.8645833333333335,221.05263157894737,17.85177273181164,-3.152914966146151e-11,-1.3642420526593924e-11,1.0,1.9375,19.260416666666668,1,34,2143.676470588235,0,0.0,209054.98321841934,9.53125
C0049935282,17.75,3.6666666666666665,1821.8181818181818,0.08673035676617041,4.268561800320943e-10,-4.8506384094556175e-11,0.9999999999999999,1.1666666666666667,0.3333333333333333,0,5,15.4,0,0.0,162826.00838128306,6.25
C0051233880,18.636363636363637,2.727272727272727,2028.0,0.20791503398142697,-7.937408306381919e-11,0.0,1.0,1.0,0.0,0,1,13.0,0,0.0,100555.66542279943,5.909090909090909
C0051521128,18.75,3.5,6280.0,6785.172702051812,-1.4551915228366852e-11,7.275957614183426e-12,1.0,1.0,0.0,0,0,,0,0.0,101956.57,2.5
C0052690554,17.723140495867767,2.8884297520661155,130.70539419087137,9.955423382835916,1.3565752378180006e-10,-1.1184529886265431e-11,0.9999999999999999,2.958677685950413,67.55785123966942,13,61,873.9672131147541,0,0.0,139768.67797186144,9.814049586776859
C0054142273,13.625,3.5,1980.0,190.71737845517774,8.731149137020111e-11,5.820766091346741e-11,1.0,1.0,0.0,0,3,17.666666666666668,0,0.0,159061.13426041667,4.5
C0055291093,19.2,3.2,6825.0,0.1560044076733273,-8.149072527885436e-11,-5.820766091346741e-12,1.0,1.0,0.0,0,1,1.0,0,0.0,85434.69676666668,3.0
C0055628790,17.10909090909091,2.727272727272727,384.44444444444446,60.48851705815819,-2.539970658042214e-10,1.2170692736452275e-11,1.0,1.6181818181818182,7.072727272727272,1,17,1557.3529411764705,0,0.0,163520.44032431458,9.181818181818182
C0057050911,17.148698884758364,2.8810408921933086,159.17910447761193,0.21524230615740336,2.544691793094337e-10,-3.516262044029165e-12,1.0,3.1561338289962824,79.60223048327137,14,59,92.23728813559322,1,1.0,161752.87826705317,9.83271375464684
C0064368820,17.235849056603772,3.0849056603773586,186.2559241706161,17.382173808170027,-4.9421598888793084e-11,-2.9515677114140314e-12,1.0,2.7547169811320753,55.806603773584904,9,72,3291.2916666666665,0,0.0,161638.7078919961,9.787735849056604
C0067394251,17.47159090909091,3.028409090909091,226.28571428571428,135.78922385672968,-4.524322734637694e-10,1.2071475132622503e-11,1.0,2.5568181818181817,41.26704545454545,1,69,80.82608695652173,0,0.0,140451.1684931232,9.744318181818182
C0068103137,16.486486486486488,2.8783783783783785,449.5890410958904,23.728569015270352,2.265379235551164e-10,-4.326245067892848e-12,1.0,1.5135135135135136,9.405405405405405,0,23,14.869565217391305,0,0.0,137531.1014262119,9.391891891891891
C0071073497,17.617224880382775,3.014354066985646,187.78846153846155,5.465036038029836,-4.2110039857015653e-10,-2.228044436879135e-12,1.0,2.799043062200957,53.34928229665072,0,60,14.233333333333333,2,2.0,174435.9134540518,9.78468899521531
C0072198695,17.703703703703702,3.1574074074074074,389.1588785046729,26.455422855149866,2.4145400082623516e-10,-4.850638409455617e-12,1.0,1.8148148148148149,17.76851851851852,1,54,104.07407407407408,0,0.0,227748.7981817313,9.583333333333334
C0072814475,18.476923076923075,2.9076923076923076,548.4375,0.10328458082863654,2.0775657433729907e-10,-1.8805551987427933e-11,1.0,1.4615384615384615,8.292307692307693,2,31,324.83870967741933,0,0.0,190553.78262442,9.307692307692308
C0073748829,17.0,2.8378378378378377,593.3333333333334,0.2712863267078248,-6.921992108628557e-11,-3.539655055548694e-12,1.0,1.2702702702702702,0.6486486486486487,0,6,18.166666666666668,0,0.0,113806.09864114114,8.783783783783784
C0075262230,16.9,2.975,267.1698113207547,0.03907989154927395,3.3760443329811095e-10,6.730260793119669e-12,1.0,2.2,33.81875,3,63,2697.031746031746,0,0.0,109425.02439863593,9.71875
C0075834387,19.4,2.6666666666666665,1200.0,2.59336195959181,2.1730860074361166e-10,-9.701276818911234e-12,0.9999999999999999,1.1333333333333333,0.5333333333333333,0,12,24124.5,3,3.0,281505.219355291,7.0
C0076075572,17.551020408163264,2.7551020408163267,638.75,80.25690051259471,-1.9006583155417927e-11,4.454667927051077e-13,1.0,1.2448979591836735,3.2653061224489797,0,23,13.652173913043478,0,0.0,80016.74442257856,9.081632653061224
C0077064757,16.083333333333332,2.6666666666666665,1614.5454545454545,181.69076305750104,4.8506384094556175e-11,1.2126596023639044e-11,1.0,1.0,0.0,0,0,,0,0.0,180352.92453604497,6.25
C0077362069,17.171875,2.99375,133.5423197492163,8.773535060521459,4.933099262416363e-10,-1.2823875294998288e-11,0.9999999999999998,3.61875,100.75,1,96,287.6354166666667,0,0.0,140352.6904238343,9.859375
C0078858066,17.08974358974359,2.9551282051282053,131.18971061093248,7.420308461214008,-1.2163908626788702e-10,-1.8656301574829296e-12,1.0,3.4423076923076925,94.8301282051282,0,77,14.792207792207792,0,0.0,153045.45758445258,9.85576923076923
C0080324170,17.181818181818183,2.4545454545454546,1334.2857142857142,786.6273748608331,6.349926645105535e-11,2.645802768793973e-12,1.0,1.0,0.0,1,6,10.0,0,0.0,187003.9890770202,7.954545454545454
C0082575914,17.062409288824384,3.108853410740203,52.06395348837209,366.7807154384518,-6.893679434744471e-11,1.3305815085444292e-12,1.0,6.683599419448476,276.9201741654572,1,171,344.51461988304095,0,0.0,161119.49239202778,9.934687953555878
C0083360615,18.727272727272727,3.0,1734.0,1.091396469868995,-2.1166422150351785e-11,-7.937408306381919e-12,1.0,1.1818181818181819,0.5454545454545454,0,3,24124.666666666668,0,0.0,99703.04361255412,5.909090909090909
C0084152715,15.962962962962964,2.925925925925926,828.4615384615385,83.71825868528218,6.898685737892433e-11,-1.0779196465456927e-12,1.0000000000000002,1.2962962962962963,2.185185185185185,0,15,9655.733333333334,0,0.0,148751.4899110817,8.333333333333334
C0084391456,16.9,2.1,1286.6666666666667,0.022292663598602405,3.7252902984619143e-10,8.73114913702011e-12,1.0,1.2,0.5,0,2,11.5,0,0.0,120944.72651507935,5.5
C0084580822,17.61111111111111,2.7063492063492065,260.64,34.39701704435695,-1.903298118757823e-10,-2.1712381451848954e-11,0.9999999999999999,1.9206349206349207,23.69047619047619,4,49,389.51020408163265,0,0.0,157632.78204056437,9.642857142857142
C0086748945,17.14388489208633,2.985611510791367,128.8808664259928,0.05015942756460245,-6.365154286940321e-11,3.66415131649525e-12,1.0,3.5251798561151078,87.70863309352518,0,81,14.901234567901234,0,0.0,136214.9602266187,9.838129496402878
C0087494710,16.27027027027027,3.135135135135135,576.6666666666666,0.21256653394653913,-1.510252823700776e-10,1.88781602962597e-11,1.0,1.2702702702702702,1.0810810810810811,1,6,14.166666666666666,1,1.0,207079.91957314455,8.783783783783784
C0087614950,17.397080291970802,2.9167883211678833,62.89473684210526,0.04248244021016665,3.728689285960511e-10,1.601772858713665e-11,1.0000000000000002,6.299270072992701,270.5591240875912,34,193,62.16062176165803,1,1.0,144469.6419970571,9.934306569343066
C0087887878,16.813531353135314,3.033003300330033,68.82644628099173,0.0486955721820876,-4.4914030104187064e-10,-1.7097299740259404e-11,0.9999999999999998,5.838283828382838,233.18151815181517,4,199,111.37688442211055,0,0.0,147236.23855861358,9.925742574257425
C0088174982,16.930555555555557,3.076388888888889,297.9020979020979,0.05575240148316084,-8.407773243056403e-11,-9.499166885183917e-12,1.0,2.1527777777777777,30.84722222222222,7,50,14.46,0,0.0,115616.21970262897,9.6875
C0088470840,17.264150943396228,2.811320754716981,428.0769230769231,41.94734869253063,-8.346758923440609e-11,-4.393031012337163e-12,1.0,1.3018867924528301,4.490566037735849,3,15,628.4666666666667,0,0.0,111390.00574520814,9.150943396226415
C0088596071,17.666666666666668,3.1515151515151514,366.46153846153845,43.0278828067619,2.8221896200469047e-11,1.3229013843969866e-12,1.0,1.4848484848484849,9.469696969696969,3,31,1253.8709677419354,0,0.0,130934.69062187351,9.318181818181818
C0090448123,17.179039301310045,2.873362445414847,177.3684210526316,17.800053057373823,2.0131208490596588e-10,3.0501831046358465e-12,1.0,2.947598253275109,60.506550218340614,5,70,5180.185714285714,0,0.0,124855.10460149373,9.803493449781659
C0090973654,18.25,3.0833333333333335,2012.7272727272727,25.42496418010424,3.104408582051595e-10,1.2126596023639042e-12,1.0,1.3333333333333333,1.6666666666666667,0,4,16.25,0,0.0,109542.91524007938,6.25
C0091569776,17.4009324009324,2.9627039627039626,95.88785046728972,5.198545105622842,3.5168824495969117e-10,7.089394598435133e-12,1.0,4.510489510489511,152.4825174825175,2,138,1063.123188405797,0,0.0,135303.32308006808,9.895104895104895
C0092619465,16.87272727272727,2.9727272727272727,292.8440366972477,25.26035221261736,-6.349926645105535e-11,3.3072534609924662e-12,1.0,1.8545454545454545,21.60909090909091,7,40,358.7,0,0.0,126607.86068315296,9.590909090909092
C0092647669,16.817204301075268,2.9301075268817205,204.0,0.06303279256839338,-3.1795152412947786e-10,1.1031290576342613e-11,1.0,2.5376344086021505,44.96236559139785,0,31,18.580645161290324,0,0.0,200262.5623900623,9.758064516129032
C0093294945,17.78688524590164,3.3934426229508197,681.0,0.17560788664099106,-4.198585377364862e-11,1.4313359241016575e-12,1.0,1.3934426229508197,7.737704918032787,3,14,12.571428571428571,1,1.0,204484.32285265418,9.262295081967213
C0093961822,17.60166919575114,3.0007587253414263,32.4373576309795,0.036616359054356035,-5.476289797625158e-11,-1.4132360768064925e-12,1.0,11.833080424886191,583.9673748103187,60,468,630.4636752136752,0,0.0,137617.51038138595,9.965857359635812
C0095776805,17.408450704225352,2.915492957746479,438.0,39.476711374576205,1.3773080328820457e-10,2.254522077634301e-11,1.0000000000000002,1.591549295774648,9.816901408450704,0,17,13.470588235294118,1,1.0,181102.01084551757,9.366197183098592
C0095797495,16.927419354838708,3.120967741935484,287.3170731707317,0.08340633977114512,-2.0278797995659613e-10,4.811520357766459e-12,1.0,2.064516129032258,23.201612903225808,8,60,3768.516666666667,0,0.0,96962.52380878775,9.637096774193548
C0097494087,17.613636363636363,3.143939393939394,222.13740458015266,20.49844496195709,1.3229013843969866e-10,2.2048356406616443e-13,1.0,2.287878787878788,25.90909090909091,3,43,3945.6279069767443,0,0.0,158314.0062117304,9.659090909090908
C0098423221,15.764705882352942,2.9411764705882355,1815.0,29.415341314484124,-4.1087760644800525e-11,5.135970080600066e-12,1.0,1.1176470588235294,0.47058823529411764,0,3,9.666666666666666,1,1.0,209919.03353734827,7.352941176470588
C0099451845,18.0,3.017094017094017,355.3448275862069,0.0798858302398726,-2.2686062714992425e-10,1.1193780944897579e-11,1.0,1.7863247863247864,19.692307692307693,1,43,1697.6046511627908,0,0.0,168652.20232020755,9.615384615384615
C0100524723,17.058823529411764,2.9705882352941178,645.4545454545455,4.642772675677305,-6.847960107466754e-11,2.567985040300033e-12,1.0,1.2941176470588236,2.1470588235294117,0,2,10.5,0,0.0,137479.90426458916,8.676470588235293
C0100783331,18.121794871794872,2.8205128205128207,144.0,8.404143432666814,1.0746029707101676e-10,-2.2760687921291742e-11,0.9999999999999998,2.551282051282051,35.88461538461539,1,60,451.85,0,0.0,179900.01731417887,9.711538461538462
C0101544149,16.83050847457627,3.016949152542373,730.3448275862069,7.1317916110078565,2.604546183246677e-10,-1.3811987335399046e-11,0.9999999999999999,1.3728813559322033,7.338983050847458,2,23,415.30434782608694,1,1.0,241439.49365577076,9.23728813559322
C0102452714,17.140672782874617,3.0244648318042815,131.41104294478527,0.05380712451361938,-2.6487155791816363e-10,2.554372887181215e-11,1.0000000000000002,3.324159021406728,99.58409785932722,14,87,14.505747126436782,0,0.0,135098.765767487,9.862385321100918
C0102552457,17.8,2.7333333333333334,1392.857142857143,572.585282908329,-2.7939677238464354e-10,-6.305829932292303e-12,0.9999999999999999,1.1333333333333333,0.7333333333333333,0,9,8750.0,0,0.0,85204.48493730159,7.0
C0103612754,16.97241379310345,3.1586206896551725,280.0,0.053174092871291455,-3.307800868461872e-10,-1.3046544687501315e-12,1.0,2.0482758620689654,28.448275862068964,10,58,5002.0,0,0.0,113001.15083388069,9.689655172413794
C0103830907,15.508196721311476,3.122950819672131,340.6611570247934,22.76883298268568,-1.3740824871375912e-10,-1.90844789880221e-12,1.0,1.8852459016393444,19.69672131147541,0,37,12193.594594594595,0,0.0,232041.91156102007,9.631147540983607
C0105398716,17.066666666666666,2.8,1487.142857142857,5.802145258888625,8.071462313334147e-10,1.6492170592149098e-11,1.0000000000000002,1.0,0.0,0,6,13.666666666666666,0,0.0,153945.93610291005,7.0
C0105732374,17.548022598870055,2.9096045197740112,231.8181818181818,16.43426133032476,7.103307772490938e-11,-1.997805311013076e-11,1.0,2.559322033898305,40.30508474576271,0,73,15.684931506849315,0,0.0,212918.1785327325,9.745762711864407
C0106068724,17.262569832402235,2.910614525139665,229.2134831460674,0.06772846908949935,1.5608758233778969e-10,-1.5771349465380835e-11,0.9999999999999999,2.5083798882681565,42.486033519553075,8,55,1038.4545454545455,0,0.0,138655.65955648667,9.748603351955307
C0107509301,17.503937007874015,2.8346456692913384,285.23809523809524,30.23860021183476,1.1549866574955738e-10,-1.3749841160661592e-12,1.0,2.2283464566929134,25.25984251968504,0,58,4082.155172413793,1,1.0,140548.06583152106,9.645669291338583
C0108302143,17.666666666666668,3.0065359477124183,134.1639344262295,4.650458622335588,1.2174151302163119e-10,-4.422640902738945e-12,1.0,3.810457516339869,95.7156862745098,2,102,528.1960784313726,0,0.0,145414.13783332036,9.852941176470589
C0108368137,18.375,2.7916666666666665,1518.2608695652175,9.532117630743553,0.0,1.3339255626002947e-11,1.0000000000000002,1.0833333333333333,0.25,2,1,2.0,0,0.0,113422.34137896825,8.125
C0112817961,16.367521367521366,3.0427350427350426,353.2758620689655,15.968226797572594,9.5520264063126e-11,-2.4875068766439065e-13,1.0,2.076923076923077,25.17094017094017,2,31,323.7096774193548,0,0.0,124376.57893067427,9.615384615384615
C0113528130,18.53846153846154,2.769230769230769,883.2,93.56652620644284,-1.0746029707101676e-10,-5.596890472448789e-13,1.0,1.2307692307692308,1.7307692307692308,2,19,3821.5263157894738,1,1.0,75399.28703663003,8.26923076923077
C0114703456,18.055555555555557,2.8333333333333335,1404.7058823529412,0.23979217310386655,1.034802860683865e-10,-1.1318156288729774e-11,1.0,1.1111111111111112,0.7777777777777778,0,0,,0,0.0,142517.03825970017,7.5
C0116073192,17.303370786516854,2.932584269662921,153.8345864661654,0.1341840645149142,6.016971689931463e-11,6.9216975056276785e-12,1.0,3.157303370786517,77.58426966292134,12,68,81.23529411764706,0,0.0,132097.7780888027,9.831460674157304
C0116997850,17.069767441860463,2.9593023255813953,241.05263157894737,15.772339044260061,1.082933226297068e-10,1.5567165128020352e-11,1.0,2.4186046511627906,39.43023255813954,3,39,4348.666666666667,1,1.0,176033.44208723237,9.738372093023257
C0117488631,17.98076923076923,3.0961538461538463,378.6407766990291,3.77381422871487,-4.925263615754935e-10,-1.3992226181121974e-13,1.0,1.9423076923076923,16.923076923076923,2,41,2763.3414634146343,0,0.0,147903.29178758393,9.567307692307692
C0117764003,17.55,2.8,1095.7894736842106,0.34294712136872313,1.6298145055770873e-10,1.6734702512621878e-11,1.0000000000000002,1.2,0.9,0,10,14.0,0,0.0,130578.17863531745,7.75
C0119837694,16.9,3.07,429.09090909090907,18.62824385368668,-2.1187588572502137e-10,-1.2514647096395492e-11,1.0,1.88,18.04,1,31,2349.1290322580644,0,0.0,182155.03183059525,9.55
C0119943669,16.26923076923077,3.0,306.9767441860465,0.21474494776325326,8.59682376568134e-11,1.3656412752775045e-11,1.0,1.876923076923077,23.03076923076923,5,51,5538.450980392156,0,0.0,131822.27935998168,9.653846153846153
